LKPTAB_NAME,LKPTAB_FIELD_POSITION,LKPTAB_FIELD_NAME,LKPTAB_FIELD_DATATYPE,LKPTAB_FIELD_LENGTH,LKPTAB_FIELD_DESC,LKPTAB_KEY_IND,LKPTAB_MAINKEY_IND,CHKTAB_NAME,CHKTAB_FIELD_NAME,CHKTAB_KEY_IND,TXTTAB_NAME,TXTTAB_FIELD_NAME,TXTTAB_LANG_FIELD,TXTTAB_KEY_IND,DOMAIN,FLAG,CHK_TAB_CONDITIONS,TXT_TAB_CONDITIONS,STATUS,PACKAGE,COMMENTS,RELEASED_ON
LKP_CRM_APPLICATION_COND_TECH,4,APPLICATION_TXT_LCL,11,60,,,,,,,/SAPCND/T681AT,VTEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_APPLICATION_COND_TECH,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ASSIGN_GROUP_CODE,1,LEGACY_CODE_GROUP,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ASSIGN_GROUP_CODE,2,CODE_GROUP,11,8,,X,X,QPGR,CODEGRUPPE,X,QPGT,CODEGRUPPE,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ASSIGN_GROUP_CODE,3,CATALOG,11,2,,X,,QPGR,KATALOGART,X,QPGT,KATALOGART,,X,,K02,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ASSIGN_GROUP_CODE,4,CODE_GROUP_TXT_GBL,11,40,,,,,,,QPGT,KURZTEXT,SPRACHE,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ASSIGN_GROUP_CODE,5,CODE_GROUP_TXT_LCL,11,40,,,,,,,QPGT,KURZTEXT,SPRACHE,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ASSIGN_GROUP_CODE,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_1,1,LEGACY_ATTRIBUTE_1,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_1,2,ATTRIBUTE_1,11,2,,X,X,CRMC_ATTR01,ATTRIBUTE,X,CRMC_ATTR01_T,ATTRIBUTE,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_1,3,ATTRIBUTE_1_TXT_GBL,11,20,,,,,,,CRMC_ATTR01_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_1,4,ATTRIBUTE_1_TXT_LCL,11,20,,,,,,,CRMC_ATTR01_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_1,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_10,1,LEGACY_ATTRIBUTE_10,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_10,2,ATTRIBUTE_10,11,3,,X,X,CRMC_ATTR10,ATTRIB_10,X,CRMC_ATTR10_T,ATTRIB_10,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_10,3,ATTRIBUTE_10_TXT_GBL,11,20,,,,,,,CRMC_ATTR10_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_10,4,ATTRIBUTE_10_TXT_LCL,11,20,,,,,,,CRMC_ATTR10_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_10,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_2,1,LEGACY_ATTRIBUTE_2,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_2,2,ATTRIBUTE_2,11,2,,X,X,CRMC_ATTR02,ATTRIB_2,X,CRMC_ATTR02_T,ATTRIB_2,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_2,3,ATTRIBUTE_2_TXT_GBL,11,20,,,,,,,CRMC_ATTR02_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_2,4,ATTRIBUTE_2_TXT_LCL,11,20,,,,,,,CRMC_ATTR02_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_2,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_3,1,LEGACY_ATTRIBUTE_3,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_3,2,ATTRIBUTE_3,11,2,,X,X,CRMC_ATTR03,ATTRIB_3,X,CRMC_ATTR03_T,ATTRIB_3,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_3,3,ATTRIBUTE_3_TXT_GBL,11,20,,,,,,,CRMC_ATTR03_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_3,4,ATTRIBUTE_3_TXT_LCL,11,20,,,,,,,CRMC_ATTR03_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_3,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_4,1,LEGACY_ATTRIBUTE_4,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_4,2,ATTRIBUTE_4,11,2,,X,X,CRMC_ATTR04,ATTRIB_4,X,CRMC_ATTR04_T,ATTRIB_4,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_4,3,ATTRIBUTE_4_TXT_GBL,11,20,,,,,,,CRMC_ATTR04_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_4,4,ATTRIBUTE_4_TXT_LCL,11,20,,,,,,,CRMC_ATTR04_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_4,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_5,1,LEGACY_ATTRIBUTE_5,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_5,2,ATTRIBUTE_5,11,2,,X,X,CRMC_ATTR05,ATTRIB_5,X,CRMC_ATTR05_T,ATTRIB_5,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_5,3,ATTRIBUTE_5_TXT_GBL,11,20,,,,,,,CRMC_ATTR05_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_5,4,ATTRIBUTE_5_TXT_LCL,11,20,,,,,,,CRMC_ATTR05_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_5,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_6,1,LEGACY_ATTRIBUTE_6,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_6,2,ATTRIBUTE_6,11,3,,X,X,CRMC_ATTR06,ATTRIB_6,X,CRMC_ATTR06_T,ATTRIB_6,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_6,3,ATTRIBUTE_6_TXT_GBL,11,20,,,,,,,CRMC_ATTR06_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_6,4,ATTRIBUTE_6_TXT_LCL,11,20,,,,,,,CRMC_ATTR06_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_6,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_7,1,LEGACY_ATTRIBUTE_7,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_7,2,ATTRIBUTE_7,11,3,,X,X,CRMC_ATTR07,ATTRIB_7,X,CRMC_ATTR07_T,ATTRIB_7,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_7,3,ATTRIBUTE_7_TXT_GBL,11,20,,,,,,,CRMC_ATTR07_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_7,4,ATTRIBUTE_7_TXT_LCL,11,20,,,,,,,CRMC_ATTR07_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_7,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_8,1,LEGACY_ATTRIBUTE_8,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_8,2,ATTRIBUTE_8,11,3,,X,X,CRMC_ATTR08,ATTRIB_8,X,CRMC_ATTR08_T,ATTRIB_8,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_8,3,ATTRIBUTE_8_TXT_GBL,11,20,,,,,,,CRMC_ATTR08_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_8,4,ATTRIBUTE_8_TXT_LCL,11,20,,,,,,,CRMC_ATTR08_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_8,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_9,1,LEGACY_ATTRIBUTE_9,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_9,2,ATTRIBUTE_9,11,3,,X,X,CRMC_ATTR09,ATTRIB_9,X,CRMC_ATTR09_T,ATTRIB_9,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_9,3,ATTRIBUTE_9_TXT_GBL,11,20,,,,,,,CRMC_ATTR09_T,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_9,4,ATTRIBUTE_9_TXT_LCL,11,20,,,,,,,CRMC_ATTR09_T,TEXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_ATTRIBUTE_9,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_BILL_BLOCK_REASON,1,LEGACY_BILL_BLOCK_REASON,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_BILL_BLOCK_REASON,2,BILL_BLOCK_REASON,11,2,,X,X,CRMC_BUPA_CBBL,REASON,X,CRMC_BUPA_CBBL_T,REASON,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_BILL_BLOCK_REASON,3,BILL_BLOCK_REASON_TXT_GBL,11,20,,,,,,,CRMC_BUPA_CBBL_T,TEXT,LANGUAGE,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_BILL_BLOCK_REASON,4,BILL_BLOCK_REASON_TXT_LCL,11,20,,,,,,,CRMC_BUPA_CBBL_T,TEXT,LANGUAGE,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_BILL_BLOCK_REASON,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_GENERAL_DATA,1,LEGACY_BUSINESS_PARTNER_ID,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_GENERAL_DATA,2,BUSINESS_PARTNER_ID,11,10,,X,X,BUT000,PARTNER,X,BUT000,PARTNER,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_GENERAL_DATA,3,BUSINESS_PARTNER_ID_TXT_GBL,11,35,,,,,,,BUT000,MC_NAME1,,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_GENERAL_DATA,4,BUSINESS_PARTNER_ID_TXT_LCL,11,35,,,,,,,BUT000,MC_NAME1,,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_GENERAL_DATA,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_GROUPING,1,LEGACY_GROUPING,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_GROUPING,2,GROUPING,11,4,,X,X,TB001,BU_GROUP,X,TB002,BU_GROUP,,X,,K01,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_GROUPING,3,GROUPING_TXT_GBL,11,40,,,,,,,TB002,TXT40,SPRAS,,,TEXT_GLOBAL,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_GROUPING,4,GROUPING_TXT_LCL,11,40,,,,,,,TB002,TXT40,SPRAS,,,TEXT_LOCAL,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_GROUPING,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_ID_CATEG,1,LEGACY_ID_CATEG,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_ID_CATEG,2,ID_CATEG,11,6,,X,X,TB039,CATEGORY,X,TB039T,CATEGORY,,X,,K01,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_ID_CATEG,3,ID_CATEG_TXT_GBL,11,40,,,,,,,TB039T,TEXT,LANGU,,,TEXT_GLOBAL,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_ID_CATEG,4,ID_CATEG_TXT_LCL,11,40,,,,,,,TB039T,TEXT,LANGU,,,TEXT_LOCAL,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_ID_CATEG,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM/ERP,,2010.08.01 12:00:00
LKP_CRM_BP_RELATIONSHIP_CATEG,1,LEGACY_RELATIONSH_CAT,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_RELATIONSHIP_CATEG,2,RELATIONSH_CAT,11,6,,X,X,TBZ9,RELTYP,X,TBZ9A,RELTYP,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_RELATIONSHIP_CATEG,3,ROLE_DEFINITION,11,1,,X,,TBZ9,XRF,X,TBZ9A,XRF,,X,,K02,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_RELATIONSHIP_CATEG,4,RELATIONSH_CAT_TXT_GBL,11,50,,,,,,,TBZ9A,BEZ50,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_RELATIONSHIP_CATEG,5,RELATIONSH_CAT_TXT_LCL,11,50,,,,,,,TBZ9A,BEZ50,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_RELATIONSHIP_CATEG,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_ROLE,1,LEGACY_BP_ROLE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_ROLE,2,BP_ROLE,11,6,,X,X,TB003,ROLE,X,TB003T,ROLE,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_ROLE,3,BP_ROLE_TXT_GBL,11,50,,,,,,,TB003T,RLTXT,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_ROLE,4,BP_ROLE_TXT_LCL,11,50,,,,,,,TB003T,RLTXT,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_ROLE,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,1,LEGACY_TAX_GROUP,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,2,COUNTRY,11,3,,X,,TB071,TAX_CTY,X,TB071_T,TAX_CTY,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,3,TAX_GROUP,11,20,,X,X,TB071,TAX_GROUP,X,TB071_T,TAX_GROUP,,X,,K02,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,4,REGION,11,3,,X,,TB071,TAX_REG,X,TB071_T,TAX_REG,,X,,K03,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,5,TAX_TYPE,11,4,,X,,TB071,TAX_TYPE,X,TB071_T,TAX_TYPE,,X,,K04,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,6,TAX_GROUP_TXT_GBL,11,40,,,,,,,TB071_T,DESCRIPTION,LANGU,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,7,TAX_GROUP_TXT_LCL,11,40,,,,,,,TB071_T,DESCRIPTION,LANGU,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BP_TAX_GROUP,8,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUSINESS_PARTNER_TYPE,1,LEGACY_BUSINESS_PARTNER_TYPE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUSINESS_PARTNER_TYPE,2,BUSINESS_PARTNER_TYPE,11,4,,X,X,TB004,BPKIND,X,TB004T,BPKIND,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUSINESS_PARTNER_TYPE,3,BUSINESS_PARTNER_TYPE_TXT_GBL,11,40,,,,,,,TB004T,TEXT40,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUSINESS_PARTNER_TYPE,4,BUSINESS_PARTNER_TYPE_TXT_LCL,11,40,,,,,,,TB004T,TEXT40,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUSINESS_PARTNER_TYPE,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANSACTION_TYPE,1,LEGACY_TRANSACTION_TYPE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANSACTION_TYPE,2,TRANSACTION_TYPE,11,4,,X,X,CRMC_PROC_TYPE,PROCESS_TYPE,X,CRMC_PROC_TYPE_T,PROCESS_TYPE,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANSACTION_TYPE,3,TRANSACTION_TYPE_TXT_GBL,11,40,,,,,,,CRMC_PROC_TYPE_T,P_DESCRIPTION,LANGU,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANSACTION_TYPE,4,TRANSACTION_TYPE_TXT_LCL,11,40,,,,,,,CRMC_PROC_TYPE_T,P_DESCRIPTION,LANGU,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANSACTION_TYPE,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANS_CATEGORY,1,LEGACY_TRANS_CATEGORY,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANS_CATEGORY,2,TRANS_CATEGORY,11,10,,X,X,CRMC_SUBOB_CAT,SUBOBJ_CATEGORY,X,CRMC_SUBOB_CAT_T,SUBOBJ_CATEGORY,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANS_CATEGORY,3,TRANS_CATEGORY_TXT_GBL,11,40,,,,,,,CRMC_SUBOB_CAT_T,S_DESCRIPTION,LANGU,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANS_CATEGORY,4,TRANS_CATEGORY_TXT_LCL,11,40,,,,,,,CRMC_SUBOB_CAT_T,S_DESCRIPTION,LANGU,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_BUS_TRANS_CATEGORY,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CALCULAT_TYPE_PRICING,1,LEGACY_CALCULAT_TYPE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CALCULAT_TYPE_PRICING,2,CALCULAT_TYPE,11,3,,X,X,PRCC_CTYPE_DEF,CTYPE,X,PRCC_CTYPE_T,CTYPE,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CALCULAT_TYPE_PRICING,3,CALCULAT_TYPE_TXT_GBL,11,30,,,,,,,PRCC_CTYPE_T,DESCR,SPRAS,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CALCULAT_TYPE_PRICING,4,CALCULAT_TYPE_TXT_LCL,11,30,,,,,,,PRCC_CTYPE_T,DESCR,SPRAS,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CALCULAT_TYPE_PRICING,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATALOG_TYPE_OF_ASSIGN,1,LEGACY_CATALOG,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATALOG_TYPE_OF_ASSIGN,2,CATALOG,11,2,,X,X,TQ15,KATALOGART,X,TQ15T,KATALOGART,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATALOG_TYPE_OF_ASSIGN,3,CATALOG_TXT_GBL,11,40,,,,,,,TQ15T,KATALOGTXT,SPRACHE,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATALOG_TYPE_OF_ASSIGN,4,CATALOG_TXT_LCL,11,40,,,,,,,TQ15T,KATALOGTXT,SPRACHE,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATALOG_TYPE_OF_ASSIGN,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_HIERARCHY_ID,1,LEGACY_CATEGORY_HIERARCHY_ID,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_HIERARCHY_ID,2,CATEGORY_HIERARCHY_GUID,11,16,,X,,COMM_HIERARCHY,HIERARCHY_GUID,X,COMM_HIERARCHYT,HIERARCHY_GUID,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_HIERARCHY_ID,3,CATEGORY_HIERARCHY_ID,11,10,,X,X,COMM_HIERARCHY,HIERARCHY_ID,,,,,,,K02,,,R,CRM,noCHKTAB_KEY_INDnoTXTTAB_KEY_IND,2010.08.01 12:00:00
LKP_CRM_CATEGORY_HIERARCHY_ID,4,CATEGORY_HIERARCHY_ID_TXT_GBL,11,40,,,,,,,COMM_HIERARCHYT,HIERARCHY_TEXT,LANGU,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_HIERARCHY_ID,5,CATEGORY_HIERARCHY_ID_TXT_LCL,11,40,,,,,,,COMM_HIERARCHYT,HIERARCHY_TEXT,LANGU,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_HIERARCHY_ID,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_ID,1,LEGACY_CATEGORY_ID,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_ID,2,CATEGORY_GUID,11,16,,X,,COMM_CATEGORY,CATEGORY_GUID,X,COMM_CATEGORYT,CATEGORY_GUID,,X,,K01,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_ID,3,CATEGORY_ID,11,20,,X,X,COMM_CATEGORY,CATEGORY_ID,,,,,,,K02,,,R,CRM,noCHKTAB_KEY_INDnoTXTTAB_KEY_IND,2010.08.01 12:00:00
LKP_CRM_CATEGORY_ID,4,CATEGORY_ID_TXT_GBL,11,80,,,,,,,COMM_CATEGORYT,CATEGORY_TEXT,LANGU,,,TEXT_GLOBAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_ID,5,CATEGORY_ID_TXT_LCL,11,80,,,,,,,COMM_CATEGORYT,CATEGORY_TEXT,LANGU,,,TEXT_LOCAL,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_CATEGORY_ID,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,CRM,,2010.08.01 12:00:00
LKP_CRM_COMMISSION_GROUP,1,LEGACY_COMMISSION_GROUP,11,255,,X,,,,,,,,,,K_LEGACY,,,R,CRM,,2010.08.01 12:00:00
