LEGACY_REGION	REGION	COUNTRY	REGION_TXT_GBL	REGION_TXT_LCL	DI_TIMESTAMP										
MD	MD	US	Maryland	Maryland	2018.06.19 05:33:47										
MDB	MDB	GB	Middlesbrough	Middlesbrough	2018.06.19 05:33:47										
MDD	MDD	PE	Madre de Dios	Madre de Dios	2018.06.19 05:33:47										
MDW	MDW	GB	Medway	Medway	2018.06.19 05:33:47										
ME	ME	IT	Messina	Messina	2018.06.19 05:33:47										
ME	ME	LU	Mersch	Mersch	2018.06.19 05:33:47										
ME	ME	TD	Mayo-Kebbi-Est	Mayo-Kebbi-Est	2018.06.19 05:33:47										
ME	ME	US	Maine	Maine	2018.06.19 05:33:47										
ME	ME	ZW	Mashonaland East	Mashonaland East	2018.06.19 05:33:47										
MEA	MEA	GB	Mid & East Antrim	Mid & East Antrim	2018.06.19 05:33:47										
MEX	MEX	MX	Estado de Mexico	México	2018.06.19 05:33:47										
MF	MF	TL	Manufahi	Manufahi	2018.06.19 05:33:47										
MG	MG	BR	Minas Gerais	Minas Gerais	2018.06.19 05:33:47										
MG	MG	BS	Mayaguana	Mayaguana	2018.06.19 05:33:47										
MG	MG	CI	Montagnes	Montagnes	2018.06.19 05:33:47										
MG	MG	LR	Margibi	Margibi County	2018.06.19 05:33:47										
MH	MH	IE	Meath	Meath	2018.06.19 05:33:47										
MH	MH	IN	Maharashtra	Maharashtra	2018.06.19 05:33:47										
MH	MH	RO	Mehedinti	Mehedinti	2018.06.19 05:33:47										
MI	MI	BS	Moore's Island	Moore's Island	2018.06.19 05:33:47										
MI	MI	BY	Minsk Region	Region Minsk	2018.06.19 05:33:47										
MI	MI	HU	Miskolc	Miskolc	2018.06.19 05:33:47										
MI	MI	IT	Milan	Milano	2018.06.19 05:33:47										
MI	MI	LY	Misurata	Misrata	2018.06.19 05:33:47										
MI	MI	US	Michigan	Michigan	2018.06.19 05:33:47										
MI	MI	ZW	Midlands	Midlands	2018.06.19 05:33:47										
MIA	MIA	TW	Miaoli	Miaoli	2018.06.19 05:33:47										
MIC	MIC	MX	Michoacan	Michoacán	2018.06.19 05:33:47										
MIK	MIK	GB	Milton Keynes	Milton Keynes	2018.06.19 05:33:47										
MJ	MJ	LY	Marj	Marj	2018.06.19 05:33:47										
ML	ML	CL	Maule	Maule	2018.06.19 05:33:47										
ML	ML	IN	Megalaya	Meghalaya	2018.06.19 05:33:47										
MLN	MLN	GB	Midlothian	Midlothian	2018.06.19 05:33:47										
MM	MM	GE	Mtskheta-Mtianeti	Mzcheta-Mtianeti	2018.06.19 05:33:47										
MM	MM	RO	Maramures	Maramures	2018.06.19 05:33:47										
MN	MN	CD	Mai-Ndombe	Mai-Ndombe	2018.06.19 05:33:47										
MN	MN	EG	Minya	Minya	2018.06.19 05:33:47										
MN	MN	IE	Monaghan	Monaghan	2018.06.19 05:33:47										
MN	MN	IN	Manipur	Manipur	2018.06.19 05:33:47										
MN	MN	IT	Mantova	Mantova	2018.06.19 05:33:47										
MN	MN	JO	Ma'an	Ma'an	2018.06.19 05:33:47										
MN	MN	NI	Managua	Managua	2018.06.19 05:33:47										
MN	MN	US	Minnesota	Minnesota	2018.06.19 05:33:47										
MN	MN	ZW	Matabeleland North	Matabeleland North	2018.06.19 05:33:47										
MNF	MNF	EG	Monufia	Monufia	2018.06.19 05:33:47										
MO	MO	BJ	Mono	Mono	2018.06.19 05:33:47										
MO	MO	CD	Mongala	Mongala	2018.06.19 05:33:47										
MO	MO	CN	Macao	Macao	2018.06.19 05:33:47										
MO	MO	CV	Mosteiros	Mosteiros	2018.06.19 05:33:47										
MO	MO	IE	Mayo	Mayo	2018.06.19 05:33:47										
MO	MO	IT	Modena	Modena	2018.06.19 05:33:47										
MO	MO	LR	Montserrado	Montserrado County	2018.06.19 05:33:47										
MO	MO	MU	Moka	Moka	2018.06.19 05:33:47										
MO	MO	SV	Morazán	Morazan	2018.06.19 05:33:47										
MO	MO	TD	Mayo-Kebbi-Ouest	Mayo-Kebbi-Ouest	2018.06.19 05:33:47										
MO	MO	US	Missouri	Missouri	2018.06.19 05:33:47										
MO	MO	UY	Montevideo	Montevideo	2018.06.19 05:33:47										
MON	MON	GB	Monmouthshire	Monmouthshire	2018.06.19 05:33:47										
MOQ	MOQ	PE	Moquegua	Moquegua	2018.06.19 05:33:47										
MOR	MOR	MX	Morelos	Morelos	2018.06.19 05:33:47										
MOU	MOU	BF	Mouhoun	Mouhoun	2018.06.19 05:33:47										
MOX	MOX	AO	Moxico	Moxico	2018.06.19 05:33:47										
MP	MP	CF	Ombella-Mpoko	Ombella-Mpoko	2018.06.19 05:33:47										
MP	MP	IN	Madhya Pradesh	Madhya Pradesh	2018.06.19 05:33:47										
MP	MP	US	Northern Mariana Isl	Northern Mariana Isl	2018.06.19 05:33:47										
MP	MP	ZA	Mpumalanga	Mpumalanga	2018.06.19 05:33:47										
MPL	MPL	PG	Morobe	Morobe	2018.06.19 05:33:47										
MPM	MPM	MZ	Maputo	Maputo	2018.06.19 05:33:47										
MPM	MPM	PG	Madang	Madang	2018.06.19 05:33:47										
MQ	MQ	LY	Murzuq	Murzuk	2018.06.19 05:33:47										
MR	MR	LT	Marijampolė County	Marijampole	2018.06.19 05:33:47										
MR	MR	YE	Al Mahrah	Al Mahrah	2018.06.19 05:33:47										
MRC	MRC	TT	Mayaro-Rio Claro	Mayaro-Rio Claro	2018.06.19 05:33:47										
MRL	MRL	PG	Manus	Manus	2018.06.19 05:33:47										
MRT	MRT	GB	Merton	Merton	2018.06.19 05:33:47										
MRY	MRY	GB	Moray	Moray	2018.06.19 05:33:47										
MS	MS	BR	Mato Grosso do Sul	Mato Grosso do Sul	2018.06.19 05:33:47										
MS	MS	IT	Massa Carrara	Massa Carrara	2018.06.19 05:33:47										
MS	MS	NI	Masaya	Masaya	2018.06.19 05:33:47										
MS	MS	QA	Al Shamal	Al Shamal	2018.06.19 05:33:47										
MS	MS	RO	Mures	Mures	2018.06.19 05:33:47										
MS	MS	US	Mississippi	Mississippi	2018.06.19 05:33:47										
MS	MS	ZW	Matabeleland South	Matabeleland South	2018.06.19 05:33:47										
MT	MT	BR	Mato Grosso	Mato Grosso	2018.06.19 05:33:47										
MT	MT	EG	Matrouh	Matrouh	2018.06.19 05:33:47										
MT	MT	IT	Matera	Matera	2018.06.19 05:33:47										
MT	MT	NI	Matagalpa	Matagalpa	2018.06.19 05:33:47										
MT	MT	SN	Matam	Matam	2018.06.19 05:33:47										
MT	MT	TL	Manatuto	Manatuto	2018.06.19 05:33:47										
MT	MT	US	Montana	Montana	2018.06.19 05:33:47										
MTY	MTY	GB	Merthyr Tydfil	Merthyr Tydfil	2018.06.19 05:33:47										
MU	MU	BI	Muramvya	Muramvya	2018.06.19 05:33:47										
MU	MU	ID	North Maluku	Maluku Utara	2018.06.19 05:33:47										
MU	MU	IQ	Al-Muthanna	Al-Muthanna	2018.06.19 05:33:47										
MU	MU	KW	Mubarak al Kabir	Mubarak al Kabir	2018.06.19 05:33:47										
MU	MU	OM	Musandam	Musandam	2018.06.19 05:33:47										
MU	MU	SO	Mudug	Mudug	2018.06.19 05:33:47										
MUL	MUL	GB	Mid Ulster	Mid Ulster	2018.06.19 05:33:47										
MV	MV	DE	Mecklenburg-Vorpomm.	Mecklenburg-Vorpomm.	2018.06.19 05:33:47										
MV	MV	ZW	Masvingo	Masvingo	2018.06.19 05:33:47										
MW	MW	BI	Mwaro	Mwaro	2018.06.19 05:33:47										
MW	MW	YE	Al Mahwit	Al Mahwit	2018.06.19 05:33:47										
MW	MW	ZW	Mashonaland West	Mashonaland West	2018.06.19 05:33:47										
MWT	MWT	NZ	Manawatu-Wanganui	Manawatu-Wanganui	2018.06.19 05:33:47										
MY	MY	BI	Muyinga	Muyinga	2018.06.19 05:33:47										
MY	MY	LR	Maryland	Maryland	2018.06.19 05:33:47										
MZ	MZ	IN	Mizoram	Mizoram	2018.06.19 05:33:47										
N	N	BO	Pando	Pando	2018.06.19 05:33:47										
N	N	EC	Napo	Napo	2018.06.19 05:33:47										
N	N	FJ	Northern	Northern	2018.06.19 05:33:47										
N	N	GM	North Bank	North Bank	2018.06.19 05:33:47										
N	N	GN	Nzérékoré	Nzerekore	2018.06.19 05:33:47										
N	N	KG	Naryn	Naryn	2018.06.19 05:33:47										
N	N	MW	Northern Region	Northern Region	2018.06.19 05:33:47										
N	N	MZ	Nampula	Nampula	2018.06.19 05:33:47										
N	N	SE	Halland County	Hallands Län	2018.06.19 05:33:47										
N	N	SL	Northern	Northern	2018.06.19 05:33:47										
N	N	UG	Northern	Northern	2018.06.19 05:33:47										
N	N	VE	Monagas	Monagas	2018.06.19 05:33:47										
NA	NA	IQ	An Najaf	Nadschaf	2018.06.19 05:33:47										
NA	NA	IT	Naples	Neapel	2018.06.19 05:33:47										
NA	NA	LB	Nabatieh	Nabatieh	2018.06.19 05:33:47										
NA	NA	NG	Nassarawa	Nassarawa	2018.06.19 05:33:47										
NAM	NAM	AO	Namibe	Namibe	2018.06.19 05:33:47										
NAM	NAM	BF	Namentenga	Namentenga	2018.06.19 05:33:47										
NAN	NAN	AF	Nangarhar	Nangarhar	2018.06.19 05:33:47										
NAN	NAN	TW	Nantou	Nantou	2018.06.19 05:33:47										
NAO	NAO	BF	Nahouri	Nahouri	2018.06.19 05:33:47										
NAY	NAY	BF	Nayala	Nayala	2018.06.19 05:33:47										
NAY	NAY	GB	North Ayrshire	North Ayrshire	2018.06.19 05:33:47										
NAY	NAY	MX	Nayarit	Nayarit	2018.06.19 05:33:47										
NB	NB	CA	New Brunswick	New Brunswick	2018.06.19 05:33:47										
NB	NB	ID	West Nusa Tenggara	West-Nusa Tenggara	2018.06.19 05:33:47										
NB	NB	NL	North Brabant	Nordbrabant	2018.06.19 05:33:47										
NB	NB	PA	Ngöbe-Buglé	Ngobe-Bugle	2018.06.19 05:33:47										
NB	NB	SD	Blue Nile	Blauer Nil	2018.06.19 05:33:47										
NBL	NBL	GB	Northumberland	Northumberland	2018.06.19 05:33:47										
NBS	NBS	PS	Nablus	Nablus	2018.06.19 05:33:47										
NC	NC	US	North Carolina	North Carolina	2018.06.19 05:33:47										
NC	NC	ZA	Northern Cape	Nordkap	2018.06.19 05:33:47										
NCD	NCD	PG	National Capital Dis	Nat. Hauptstadtdist.	2018.06.19 05:33:47										
ND	ND	HT	Nord	Nord	2018.06.19 05:33:47										
ND	ND	TD	Ville de Ndjamena	Ville de N'Djamena	2018.06.19 05:33:47										
ND	ND	US	North Dakota	North Dakota	2018.06.19 05:33:47										
NE	NE	BS	North Eleuthera	North Eleuthera	2018.06.19 05:33:47										
NE	NE	BW	North East	North East	2018.06.19 05:33:47										
NE	NE	CH	Neuchatel	Neuchatel	2018.06.19 05:33:47										
NE	NE	HT	Nord-Est	Nord-Est	2018.06.19 05:33:47										
NE	NE	US	Nebraska	Nebraska	2018.06.19 05:33:47										
NEL	NEL	GB	NE Lincolnshire	NE Lincolnshire	2018.06.19 05:33:47										
NET	NET	GB	Newcastle upon Tyne	Newcastle upon Tyne	2018.06.19 05:33:47										
NFK	NFK	GB	Norfolk	Norfolk	2018.06.19 05:33:47										
NG	NG	BI	Ngozi	Ngozi	2018.06.19 05:33:47										
NG	NG	UZ	Namangan	Namangan	2018.06.19 05:33:47										
NGM	NGM	GB	Nottingham	Nottingham	2018.06.19 05:33:47										
NGZ	NGZ	PS	North Gaza	North Gaza	2018.06.19 05:33:47										
NH	NH	NL	North Holland	Nordholland	2018.06.19 05:33:47										
NH	NH	US	New Hampshire	New Hampshire	2018.06.19 05:33:47										
NI	NI	DE	Lower Saxony	Niedersachsen	2018.06.19 05:33:47										
NI	NI	HT	Nippes	Nippes	2018.06.19 05:33:47										
NI	NI	IQ	Ninawa	Ninawa	2018.06.19 05:33:47										
NI	NI	LR	Nimba	Nimba County	2018.06.19 05:33:47										
NI	NI	MD	Nisporeni	Nisporeni	2018.06.19 05:33:47										
NI	NI	NG	Niger	Niger	2018.06.19 05:33:47										
NI	NI	SR	Nickerie	Nickerie	2018.06.19 05:33:47										
NIK	NIK	PG	New Ireland	New Ireland	2018.06.19 05:33:47										
NIM	NIM	AF	Nimruz	Nimrus	2018.06.19 05:33:47										
NIT	NIT	TV	Niutao	Niutao	2018.06.19 05:33:47										
NIU	NIU	TV	Nui	Nui	2018.06.19 05:33:47										
NJ	NJ	US	New Jersey	New Jersey	2018.06.19 05:33:47										
NK	NK	CD	Nord-Kivu	Nord-Kivu	2018.06.19 05:33:47										
NK	NK	HU	Nagykanizsa	Nagykanizsa	2018.06.19 05:33:47										
NKF	NKF	TV	Nukufetau	Nukufetau	2018.06.19 05:33:47										
NKL	NKL	TV	Nukulaelae	Nukulaelae	2018.06.19 05:33:47										
NL	NL	CA	Newfoundland & Labr.	Neufundland/Labrador	2018.06.19 05:33:47										
NL	NL	IN	Nagaland	Nagaland	2018.06.19 05:33:47										
NL	NL	LY	Nalut	Nalut	2018.06.19 05:33:47										
NLE	NLE	MX	Nuevo Leon	Nuevo Leon	2018.06.19 05:33:47										
NLK	NLK	GB	North Lanarkshire	North Lanarkshire	2018.06.19 05:33:47										
NLN	NLN	GB	North Lincolnshire	North Lincolnshire	2018.06.19 05:33:47										
NM	NM	CF	Nana-Mambéré	Nana-Mambere	2018.06.19 05:33:47										
NM	NM	CN	Nei Mongol	Nei Mongol	2018.06.19 05:33:47										
NM	NM	US	New Mexico	New Mexico	2018.06.19 05:33:47										
NMA	NMA	TV	Nanumea	Nanumea	2018.06.19 05:33:47										
NMD	NMD	GB	Newry, Mourne & D.	Newry, Mourne & D.	2018.06.19 05:33:47										
NMG	NMG	TV	Nanumanga	Nanumanga	2018.06.19 05:33:47										
NO	NO	BS	North Abaco	North Abaco	2018.06.19 05:33:47										
NO	NO	CM	North	Nord	2018.06.19 05:33:47										
NO	NO	HT	Nord-Ouest	Nord-Ouest	2018.06.19 05:33:47										
NO	NO	HU	Nograd	Nograd	2018.06.19 05:33:47										
NO	NO	IT	Novara	Novara	2018.06.19 05:33:47										
NO	NO	SD	Northern	Northern	2018.06.19 05:33:47										
NOU	NOU	BF	Noumbiel	Noumbiel	2018.06.19 05:33:47										
NP	NP	GH	Northern	Northern	2018.06.19 05:33:47										
NPP	NPP	PG	Northern (Oro)	Northern (Oro)	2018.06.19 05:33:47										
NQ	NQ	LY	Nuqat al Khams	Nuqat al Khams	2018.06.19 05:33:47										
NR	NR	SD	River Nile	River Nile (Nil)	2018.06.19 05:33:47										
NS	NS	BS	North Andros	North Andros	2018.06.19 05:33:47										
NS	NS	CA	Nova Scotia	Nova Scotia	2018.06.19 05:33:47										
NS	NS	NI	Nueva Segovia	Nueva Segovia	2018.06.19 05:33:47										
NSB	NSB	PG	Bougainville	Bougainville	2018.06.19 05:33:47										
NSM	NSM	GB	North Somerset	North Somerset	2018.06.19 05:33:47										
NSN	NSN	NZ	Nelson	Nelson	2018.06.19 05:33:47										
NSW	NSW	AU	New South Wales	New South Wales	2018.06.19 05:33:47										
NT	NT	AU	Northern Territory	Northern Territory	2018.06.19 05:33:47										
NT	NT	CA	Northwest Terr.	Nordwest-Territorie	2018.06.19 05:33:47										
NT	NT	ID	East Nusa Tenggara	Ost-Nusa Tenggara	2018.06.19 05:33:47										
NT	NT	RO	Neamt	Neamt	2018.06.19 05:33:47										
NTH	NTH	GB	Northamptonshire	Northamptonshire	2018.06.19 05:33:47										
NTL	NTL	GB	Neath Port Talbot [C	Neath Port Talbot	2018.06.19 05:33:47										
NTL	NTL	NZ	Northland	Northland	2018.06.19 05:33:47										
NTT	NTT	GB	Nottinghamshire	Nottinghamshire	2018.06.19 05:33:47										
NTY	NTY	GB	North Tyneside	North Tyneside	2018.06.19 05:33:47										
NU	NU	CA	Nunavut	Nunavut	2018.06.19 05:33:47										
NU	NU	CD	Nord-Ubangi	Nord-Ubangi	2018.06.19 05:33:47										
NU	NU	IT	Nuoro	Nuoro	2018.06.19 05:33:47										
NU	NU	SO	Nugaal	Nugaal	2018.06.19 05:33:47										
NU	NU	SS	Upper Nile	Upper Nile (Obernil)	2018.06.19 05:33:47										
NUR	NUR	AF	Nuristan	Nuristan	2018.06.19 05:33:47										
NV	NV	US	Nevada	Nevada	2018.06.19 05:33:47										
NW	NW	BW	North West	North West	2018.06.19 05:33:47										
NW	NW	CH	Nidwalden	Nidwalden	2018.06.19 05:33:47										
NW	NW	CM	North-West	Nord-Ouest	2018.06.19 05:33:47										
NW	NW	DE	Nrth Rhine Westfalia	Nordrhein-Westfalen	2018.06.19 05:33:47										
NW	NW	SD	White Nile	Weißer Nil	2018.06.19 05:33:47										
NW	NW	UZ	Navoiy	Navoiy	2018.06.19 05:33:47										
NW	NW	ZA	Northwest	Nordwest	2018.06.19 05:33:47										
NWM	NWM	GB	Newham	Newham	2018.06.19 05:33:47										
NWP	NWP	GB	Newport	Newport	2018.06.19 05:33:47										
NWT	NWT	TW	New Taipei	New Taipei	2018.06.19 05:33:47										
NX	NX	CN	Ningxia	Ningxia	2018.06.19 05:33:47										
NY	NY	HU	Nyiregyhaza	Nyiregyhaza	2018.06.19 05:33:47										
NY	NY	US	New York	New York	2018.06.19 05:33:47										
NYK	NYK	GB	North Yorkshire	North Yorkshire	2018.06.19 05:33:47										
O	O	BO	Oruro	Oruro	2018.06.19 05:33:47										
O	O	EC	El Oro	El Oro	2018.06.19 05:33:47										
O	O	KG	Osh region	Osh-Region	2018.06.19 05:33:47										
O	O	SE	Vaestra Goetaland C.	Västra Götalands Län	2018.06.19 05:33:47										
O	O	VE	Nueva Esparta	Nueva Esparta	2018.06.19 05:33:47										
OAX	OAX	MX	Oaxaca	Oaxaca	2018.06.19 05:33:47										
OB	OB	DJ	Obock	Obock	2018.06.19 05:33:47										
OC	OC	HN	Ocotepeque	Ocotepeque	2018.06.19 05:33:47										
OC	OC	MD	Ocniţa	Ocnita	2018.06.19 05:33:47										
OD	OD	NA	Otjozondjupa	Otjozondjupa	2018.06.19 05:33:47										
OD	OD	TD	Ouaddaï	Wadai	2018.06.19 05:33:47										
OE	OE	TL	Oecussi-Ambeno	Oecussi-Ambeno	2018.06.19 05:33:47										
OG	OG	IT	Ogliastra	Ogliastra	2018.06.19 05:33:47										
OG	OG	NG	Ogun	Ogun	2018.06.19 05:33:47										
OH	OH	NA	Omaheke	Omaheke	2018.06.19 05:33:47										
OH	OH	US	Ohio	Ohio	2018.06.19 05:33:47										
OI	OI	GW	Oio	Oio	2018.06.19 05:33:47										
OK	OK	US	Oklahoma	Oklahoma	2018.06.19 05:33:47										
OL	OL	HN	Olancho	Olancho	2018.06.19 05:33:47										
OLD	OLD	GB	Oldham	Oldham	2018.06.19 05:33:47										
ON	ON	CA	Ontario	Ontario	2018.06.19 05:33:47										
ON	ON	NA	Oshana	Oshana	2018.06.19 05:33:47										
ON	ON	NG	Ondo	Ondo	2018.06.19 05:33:47										
OP	OP	CF	Ouham-Pendé	Ouham-Pende	2018.06.19 05:33:47										
OR	OR	ET	Oromia	Oromia	2018.06.19 05:33:47										
OR	OR	IN	Orissa	Orissa	2018.06.19 05:33:47										
OR	OR	IT	Oristano	Oristano	2018.06.19 05:33:47										
OR	OR	MD	Orhei	Orhei	2018.06.19 05:33:47										
OR	OR	US	Oregon	Oregon	2018.06.19 05:33:47										
ORK	ORK	GB	Orkney Islands	Orkney Islands	2018.06.19 05:33:47										
OS	OS	NA	Omusati	Omusati	2018.06.19 05:33:47										
OS	OS	NG	Osun	Osun	2018.06.19 05:33:47										
OT	OT	IT	Olbia-Tempio	Olbia-Tempio	2018.06.19 05:33:47										
OT	OT	NA	Oshikoto	Oshikoto	2018.06.19 05:33:47										
OT	OT	RO	Olt	Olt	2018.06.19 05:33:47										
OTA	OTA	NZ	Otago	Otago	2018.06.19 05:33:47										
OU	OU	BJ	Ouémé	Oueme	2018.06.19 05:33:47										
OU	OU	CM	West	Ouest	2018.06.19 05:33:47										
OU	OU	HT	Ouest	Ouest	2018.06.19 05:33:47										
OU	OU	LA	Oudômxai	Oudomxai	2018.06.19 05:33:47										
OUB	OUB	BF	Oubritenga	Oubritenga	2018.06.19 05:33:47										
OUD	OUD	BF	Oudalan	Oudalan	2018.06.19 05:33:47										
OV	OV	NL	Overijssel	Overijssel	2018.06.19 05:33:47										
OW	OW	BZ	Orange Walk	Orange Walk	2018.06.19 05:33:47										
OW	OW	CH	Obwalden	Obwalden	2018.06.19 05:33:47										
OW	OW	NA	Ohangwena	Ohangwena	2018.06.19 05:33:47										
OXF	OXF	GB	Oxfordshire	Oxfordshire	2018.06.19 05:33:47										
OY	OY	IE	Offaly	Offaly	2018.06.19 05:33:47										
OY	OY	NG	Oyo	Oyo	2018.06.19 05:33:47										
P	P	BO	Potosí	Potosi	2018.06.19 05:33:47										
P	P	CR	Puntarenas	Puntarenas	2018.06.19 05:33:47										
P	P	EC	Pinchicha	Pinchicha	2018.06.19 05:33:47										
P	P	KI	Phoenix Islands	Phoenix Islands	2018.06.19 05:33:47										
P	P	MZ	Cabo Delgado	Cabo Delgado	2018.06.19 05:33:47										
P	P	ST	Príncipe	Príncipe	2018.06.19 05:33:47										
P	P	TG	Plateaux	Plateaux	2018.06.19 05:33:47										
P	P	VE	Portuguesa	Portuguesa	2018.06.19 05:33:47										
PA	PA	BR	Para	Pará	2018.06.19 05:33:47										
PA	PA	CV	Paul	Paul	2018.06.19 05:33:47										
PA	PA	ID	Papua	Papua	2018.06.19 05:33:47										
PA	PA	IT	Palermo	Palermo	2018.06.19 05:33:47										
PA	PA	MU	Pamplemousses	Pamplemousses	2018.06.19 05:33:47										
PA	PA	SV	La Paz	La Paz	2018.06.19 05:33:47										
PA	PA	US	Pennsylvania	Pennsylvania	2018.06.19 05:33:47										
PA	PA	UY	Paysandú	Paysandu	2018.06.19 05:33:47										
PA	PA	WS	Palauli	Palauli	2018.06.19 05:33:47										
PAM	PAM	VU	Penama	Penama	2018.06.19 05:33:47										
PAN	PAN	AF	Panjshir	Pandschschir	2018.06.19 05:33:47										
PAR	PAR	AF	Parwan	Parwan	2018.06.19 05:33:47										
PAS	PAS	BF	Passoré	Passore	2018.06.19 05:33:47										
PAS	PAS	PE	Pasco	Pasco	2018.06.19 05:33:47										
PAV	PAV	KZ	Pavlodar region	Gebiet Pawlodar	2018.06.19 05:33:47										
PB	PB	BR	Paraiba	Paraíba	2018.06.19 05:33:47										
PB	PB	ID	West Papua	Westpapua	2018.06.19 05:33:47										
PB	PB	IN	Punjab	Punjab	2018.06.19 05:33:47										
PB	PB	PK	Punjab	Punjab	2018.06.19 05:33:47										
PC	PC	IT	Piacenza	Piacenza	2018.06.19 05:33:47										
PD	PD	IT	Padova	Padova	2018.06.19 05:33:47										
PE	PE	BR	Pernambuco	Pernambuco	2018.06.19 05:33:47										
PE	PE	CA	Prince Edward Island	Prince Edward Island	2018.06.19 05:33:47										
PE	PE	GT	Petén	Peten	2018.06.19 05:33:47										
PE	PE	HU	Pest	Pest	2018.06.19 05:33:47										
PE	PE	IT	Pescara	Pescara	2018.06.19 05:33:47										
PED	PED	TT	Penal-Debe	Penal-Debe	2018.06.19 05:33:47										
PEM	PEM	GB	Pembrokeshire	Pembrokeshire	2018.06.19 05:33:47										
PEN	PEN	TW	Penghu	Penghu	2018.06.19 05:33:47										
PG	PG	IT	Perugia	Perugia	2018.06.19 05:33:47										
PH	PH	LA	Phôngsali	Phongsali	2018.06.19 05:33:47										
PH	PH	RO	Prahova	Prahova	2018.06.19 05:33:47										
PI	PI	BR	Piaui	Piauí	2018.06.19 05:33:47										
PI	PI	IT	Pisa	Pisa	2018.06.19 05:33:47										
PIA	PIA	AF	Paktia	Paktia	2018.06.19 05:33:47										
PIF	PIF	TW	Pingtung	Pingtung	2018.06.19 05:33:47										
PIU	PIU	PE	Piura	Piura	2018.06.19 05:33:47										
PKA	PKA	AF	Paktika	Paktika	2018.06.19 05:33:47										
PKN	PKN	GB	Perth and Kinross	Perth and Kinross	2018.06.19 05:33:47										
PL	PL	BJ	Plateau	Plateau	2018.06.19 05:33:47										
PL	PL	MU	Port Louis(District)	Port Louis (Distr.)	2018.06.19 05:33:47										
PL	PL	NG	Plateau	Plateau	2018.06.19 05:33:47										
PLY	PLY	GB	Plymouth	Plymouth	2018.06.19 05:33:47										
PM	PM	GY	Pomeroon-Supenaam	Pomeroon-Supenaam	2018.06.19 05:33:47										
PM	PM	SR	Paramaribo	Paramaribo	2018.06.19 05:33:47										
PN	PN	CV	Porto Novo	Porto Novo	2018.06.19 05:33:47										
PN	PN	IT	Pordenone	Pordenone	2018.06.19 05:33:47										
PN	PN	LT	Panevėžys County	Panevezys	2018.06.19 05:33:47										
PNI	PNI	FM	Pohnpei	Pohnpei	2018.06.19 05:33:47										
PO	PO	IT	Prato	Prato	2018.06.19 05:33:47										
POL	POL	GB	Poole	Poole	2018.06.19 05:33:47										
PON	PON	BF	Poni	Poni	2018.06.19 05:33:47										
POR	POR	GB	Portsmouth	Portsmouth	2018.06.19 05:33:47										
POS	POS	TT	Port of Spain	Port of Spain	2018.06.19 05:33:47										
POW	POW	GB	Powys	Powys	2018.06.19 05:33:47										
PR	PR	BR	Parana	Paraná	2018.06.19 05:33:47										
PR	PR	CV	Praia	Praia	2018.06.19 05:33:47										
PR	PR	GT	El Progreso	El Progreso	2018.06.19 05:33:47										
PR	PR	IT	Parma	Parma	2018.06.19 05:33:47										
PR	PR	SR	Para	Pará	2018.06.19 05:33:47										
PR	PR	US	Puerto Rico	Puerto Rico	2018.06.19 05:33:47										
PRT	PRT	TT	Princes Town	Princes Town	2018.06.19 05:33:47										
PS	PS	HU	Pecs	Pecs	2018.06.19 05:33:47										
PT	PT	GY	Potaro-Siparuni	Potaro-Siparuni	2018.06.19 05:33:47										
PT	PT	IT	Pistoia	Pistoia	2018.06.19 05:33:47										
PTE	PTE	GB	Peterborough	Peterborough	2018.06.19 05:33:47										
PTF	PTF	TT	Point Fortin	Point Fortin	2018.06.19 05:33:47										
PTS	PTS	EG	Port Said	Port Said	2018.06.19 05:33:47										
PU	PU	IT	Pesaro-Urbino	Pesaro und Urbino	2018.06.19 05:33:47										
PU	PU	MU	Port Louis (City)	Port Louis (Stadt)	2018.06.19 05:33:47										
PUE	PUE	MX	Puebla	Puebla	2018.06.19 05:33:47										
PUN	PUN	PE	Puno	Puno	2018.06.19 05:33:47										
PV	PV	IT	Pavia	Pavia	2018.06.19 05:33:47										
PW	PW	MU	Plaines Wilhem	Plaines Wilhem	2018.06.19 05:33:47										
PY	PY	IN	Pondicherry	Pondicherry	2018.06.19 05:33:47										
PZ	PZ	IT	Potenza	Potenza	2018.06.19 05:33:47										
Q	Q	MZ	Zambezia	Zambezia	2018.06.19 05:33:47										
QA	QA	IQ	Al-Qadisiyya	Al-Qadisiyya	2018.06.19 05:33:47										
QA	QA	UZ	Qashqadaryo	Qashqadaryo	2018.06.19 05:33:47										
QB	QB	MU	Quatre Bornes	Quatre Bornes	2018.06.19 05:33:47										
QC	QC	CA	Quebec	Québec	2018.06.19 05:33:47										
QC	QC	GT	Quiché	Quiche	2018.06.19 05:33:47										
QH	QH	CN	Qinghai	Qinghai	2018.06.19 05:33:47										
QLD	QLD	AU	Queensland	Queensland	2018.06.19 05:33:47										
QQA	QQA	PS	Qalqilya	Qalqilya	2018.06.19 05:33:47										
QR	QR	UZ	Karakalpakistan	Karakalpakistan	2018.06.19 05:33:47										
QU	QU	GW	Quinara	Quinara	2018.06.19 05:33:47										
QU	QU	SY	Al-Qunaitira	Al-Qunaitira	2018.06.19 05:33:47										
QUE	QUE	MX	Queretaro	Querétaro	2018.06.19 05:33:47										
QZ	QZ	GT	Quetzaltenango	Quetzaltenango	2018.06.19 05:33:47										
R	R	EC	Los Ríos	Los Rios	2018.06.19 05:33:47										
